,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
122,161,Ocean's Eleven,7.44,11199,Released,2001-12-07,450717150.0,116.0,85000000.0,tt0240772,en,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",76.712,Are you in or out?,"Thriller, Crime","Warner Bros. Pictures, Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight",United States of America,"Italiano, English","Larry Merchant, Bill Allison, Robin Sachs, Tim Perez, Mark Gantt, David Jensen, Eydie Gormé, Angie Dickinson, Ronn Soeda, Larry Sontag, Casey Affleck, Carl Reiner, Roy Horn, Jorge R. Hernandez, Richard Reed, Cecelia Ann Birt, Viola Davis, Topher Grace, Lori Galinski, James Curatola, Steve Lawrence, Holly Marie Combs, Scott Caan, Henry Silva, Kelly Adkins, Paul L. Nolan, Shane West, Carol Florence, Barry Watson, Tim Snay, Elliott Gould, Frankie J. Allison, Scott Beringer, Frank Patton III, Mike Malone, Kerry Rossall, William Patrick Johnson, Charles La Russa, Anthony Allison, John Robotham, Vincent M. Ward, Wladimir Klitschko, Richard Steele, Barry Brandt, J.P. Manoux, Jerry Weintraub, Steven Soderbergh, Lennox Lewis, Eddie Jemison, Robert Peters, John C. Fiore, David Leitch, Shaobo Qin, Bernie Mac, Siegfried Fischbacher, Miguel Pérez, David Sontag, Wayne Newton, Jim Alfonso, Joe Coyle, Andy García, Tony Brown, Gregory Stenson, Don Cheadle, Scott L. Schwartz, George Clooney, Thomas Rosales Jr., Rusty Meyers, Jim Lampley, Joe La Due, Tommy Kordick, Michael Delano, Joshua Jackson, Julia Roberts, Brad Pitt, Matt Damon",Steven Soderbergh,Steven Soderbergh,"Ted Griffin, Jack Golden Russell, Harry Brown, George Clayton Johnson, Charles Lederer","Jerry Weintraub, Bruce Berman, Susan Ekins, John Hardy",David Holmes
128,167,K-PAX,7.197,2275,Released,2001-10-22,50315140.0,120.0,48000000.0,tt0272152,en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",20.857,Change the way you look at the world.,"Science Fiction, Drama, Mystery","Intermedia, Lawrence Gordon Productions, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Film4 Productions, Universal Pictures, Senator International","Germany, United Kingdom, United States of America",English,"Zofia Borucka, Melanee Murray, Peter Gerety, Saul Williams, Mark Christopher Lawrence, Aaron Paul, John Toles-Bey, Peter Maloney, Mary Mara, Alfre Woodard, Jeff Bridges, Paulo Pascoal, Tess McCarthy, Natasha Dorfhuber, Ajay Naidu, Curt Clendenin, Frank Collison, Erik LaRay Harvey, William Lucking, Celia Weston, Tracy Vilar, Lance E. Nichols, Brian Howe, Moet Meira, Brandon de Paul, Mary McCormack, Vincent Laresca, David Patrick Kelly, Greg Lewis, Conchata Ferrell, Kimberly Scott, Kevin Spacey",Iain Softley,John Mathieson,"Charles Leavitt, Gene Brewer","Lawrence Gordon, Robert F. Colesberry, Lloyd Levin, Susan G. Pollock",Ed Shearmur
131,170,28 Days Later,7.214,6391,Released,2002-10-31,85700000.0,113.0,8000000.0,tt0289043,en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",42.786,His fear began when he woke up alone. His terror began when he realised he wasn't.,"Horror, Thriller, Science Fiction",DNA Films,United Kingdom,"Español, English","Sebastian Knapp, Christopher Eccleston, Tristan Matthiae, Ray Panthaki, Sanjay Rambaruth, Emma Hitching, Christopher Dunne, Alex Palmer, Junior Laniyan, Alexander Delamere, Al Stokes, Luke Mably, Paul Kasey, Ricci Harnett, Joelle Simpson, Bindu De Stoppani, Jukka Hiltunen, Nicholas James Lewis, Megan Burns, Brendan Gleeson, Richard Dwyer, David Schneider, Terry John, Leo Bill, Steen Young, Jeffrey Rann, Marvin Campbell, Justin Hackney, Stuart McQuarrie, Kim McGarrity, Adrian Christopher, Cillian Murphy, Nick Ewans, Noah Huntley, Naomie Harris, Jenni Lush, Toby Sedgwick",Danny Boyle,Anthony Dod Mantle,Alex Garland,Andrew Macdonald,John Murphy
141,180,Minority Report,7.345,8365,Released,2002-06-20,358372926.0,145.0,102000000.0,tt0181689,en,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",49.362,Everybody runs.,"Science Fiction, Action, Thriller","Digital Image Associates, Cruise/Wagner Productions, Blue Tulip Productions, Ronald Shusett/Gary Goldman Productions, Amblin Entertainment, 20th Century Fox, DreamWorks Pictures",United States of America,"English, svenska","Sarah Simmons, David Hornsby, Victoria Garcia-Kelleher, Cameron Diaz, Richard Coca, Lois Smith, Kurt Sinclair, Patrick Kilpatrick, James Henderson, Ann Ryerson, Laurel Kamosa, Bonnie Morgan, Drakeel Burns, Caroline Lagerfelt, Blake Bashoff, Mike Binder, Nadia Axakowsky, Kari Gordon, Neal McDonough, Erica Ford, Michael Dickman, Fiona Hale, Nathan Taylor, Eugene Osment, Catfish Bates, Pamela Roberts, Jessica Harper, Karina Logue, David Doty, Gene Wheeler, Max Trumpower, Raquel Gordon, Jessica Capshaw, Tom Cruise, Beverly Morgan, Joel Gretsch, Anne Judson-Yager, Rebecca Ritz, Adrianna Kamosa, Ron Ulstad, William Mapother, Kathi Copeland, Tonya Ivey, Dude Walker, Paul Thomas Anderson, Frank Grillo, Danny Parker-Lopes, Cameron Crowe, Dominic Scott Kay, Elizabeth Payne, Keith Flippen, Elizabeth Kamosa, Jerry Perchesky, John Bennett, Maureen Dunn, Radmar Agana Jao, Tony Hill, Vanessa Cedotal, Anna Maria Horsford, Keith Campbell, Vanessa Asbert, Nicholas Edwin Barb, Colin Farrell, Tim Blake Nelson, Franklin Scott, Ethan Sherman, William Morts, Tyler Patrick Jones, Bertell Lawrence, Nancy Linehan Charles, Meredith Monroe, Victor Raider-Wexler, Elizabeth Anne Smith, Shannon O'Hurley, Arye Gross, Matthew Dickman, Daniel London, Stephen Ramsey, Klea Scott, Max von Sydow, Morgan Hasson, Allie Raye, Gina Gallego, Miles Dinsmoor, Rocael Leiva, Samantha Morton, George D. Wallace, Clement Blake, David Stifel, Jason Antoon, William Mesnik, Ashley Crow, Kathryn Morris, Tom Whitenight, Jorge-Luis Pallo, Jarah Mariano, Benita Krista Nall, Kirk B.R. Woller, Steve Harris, Jim Rash, Lucille M. Oliver, Ana Maria Quintana, Peter Stormare, Tom Choi, Severin Wunderman, Katy Boyer, Andrew Sandler, Vené L. Arcoraci",Steven Spielberg,Janusz Kamiński,"Philip K. Dick, Jon Cohen, Scott Frank","Walter F. Parkes, Gary Goldman, Bonnie Curtis, Gerald R. Molen, Jan de Bont, Ronald Shusett","Paul Haslinger, John Williams"
149,190,Das Dorf der Freundschaft,9.0,2,Released,2001-08-25,,52.0,,,de,Das Dorf der Freundschaft,A German Documentary about the “village of friendship” that was created by American Veteran George Mizo to help the Vietnamese kids suffering from the Vietnam War.,0.979,,Documentary,,Germany,Deutsch,,"Timo Mugele, Marcus Niehaves",,,,
150,191,The State I Am In,6.9,50,Released,2001-02-01,,106.0,3000000.0,tt0248103,de,Die innere Sicherheit,Clara and Hans are left-wing terrorists who have been sought by police for almost fifteen years. Their increasingly rebellious daughter Jeanne begins to pose a threat to their security when she falls in love with a boy she meets on the beach.,4.661,,Drama,"Schramm Film, HR, ARTE, Algarve Filmes",Germany,"Deutsch, Français, Português","Richy Müller, Rogério Jacques, Joana Loureiro, Bernd Tauber, Günther Maria Halmer, Vasco Machado, Marc Sönnichsen, Julia Hummer, Inka Löwendorf, Barbara Auer, Bilge Bingul, Ingrit Dohse, Manfred Möck, Henriette Heinze, Noberto Paula, Maria João Luís, Katharina Schüttler, Maria João",Christian Petzold,Hans Fromm,"Harun Farocki, Christian Petzold","Michael Weber, Liane Jessen, José Borges, Andreas Schreitmüller, Florian Koerner von Gustorf",Stefan Will
153,194,Amélie,7.908,11132,Released,2001-04-25,173921954.0,122.0,10000000.0,tt0211915,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",41.791,She’ll change your life.,"Comedy, Romance","Victoires Productions, Tapioca Films, France 3 Cinéma, MMC Independent, GmbH, UGC","France, Germany","Français, Pусский","Dominique Pinon, Andrée Damant, Philippe Paimblanc, François Bercovici, Flora Guiet, Alain Floret, Mathieu Kassovitz, Dean Baykan, Gérald Weingand, Thierry Gibault, Amaury Babault, Urbain Cancelier, Jerry Lucas, Serge Merlin, Philippe Beautier, Karine Asure, Régis Iacono, Luc Palun, Isis Peyrade, Raymonde Heudeline, Fabien Béhar, Valériane de Villeneuve, Clément Chebli, Charles-Roger Bour, Frankie Pain, Jonathan Joss, Myriam Labbé, Paule Daré, Lorella Cravotta, Laurent Delpit, Thierry Arfeuillères, Frédéric Mitterrand, Eloïse Labro, Claire Maurier, Franck Monier, Valérie Zarrouk, Kevin Dias, Franck-Olivier Bonnet, Guillaume Viry, Robert Gendreu, Dominique Bettenfeld, Eugène Berthier, Jean Rupert, Marc Amyot, Rufus, Patrick Paroux, Michel Robin, Jean Darie, Sophie Tellier, Ticky Holgado, François Viaur, Mady Malroux, Jean-Pol Brissart, Yolande Moreau, Manoush, Clotilde Mollet, Marie-Laure Descoureaux, François Aubineau, Fabienne Chaudat, Jacques Thébault, André Dussollier, Maurice Bénichou, Marion Pressburger, Audrey Tautou, Jamel Debbouze, Artus de Penguern, Jacques Viala, Claude Perron, Monette Malroux, Christiane Bopp, Julianna Kovacs, Isabelle Nanty, Armelle, Jean-Pierre Becker",Jean-Pierre Jeunet,Bruno Delbonnel,"Jean-Pierre Jeunet, Guillaume Laurant","Arne Meerkamp van Embden, Claudie Ossard",Yann Tiersen
160,201,Star Trek: Nemesis,6.3,1349,Released,2002-12-13,67312826.0,116.0,60000000.0,tt0253754,en,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",35.648,A generation's final journey begins.,"Science Fiction, Action, Adventure, Thriller","Paramount, Digital Image Associates",United States of America,English,"Marina Sirtis, Stuart Baird, Kate Mulgrew, Jonathan Frakes, Gates McFadden, Dina Meyer, Patrick Stewart, Tom Hardy, Shannon Cochran, Alan Dale, Whoopi Goldberg, Jude Ciccolella, Wil Wheaton, Bryan Singer, Brent Spiner, David Ralphe, Ron Perlman, LeVar Burton, Michael Dorn, Majel Barrett",Stuart Baird,Jeffrey L. Kimball,"Brent Spiner, John Logan, Rick Berman","Peter Lauritson, Marty Hornstein, Rick Berman",Jerry Goldsmith
166,211,Berlin is in Germany,5.4,13,Released,2001-11-01,,97.0,,tt0276820,de,Berlin is in Germany,"When Martin, a former GDR citizen, is released from jail, he lately becomes confronted with the consequences of the German re-unification.",1.746,,"Comedy, Drama","Luna Filmproduktion, Filmboard Berlin-Brandenburg (FBB), Filmstiftung Nordrhein-Westfalen, Ostdeutscher Rundfunk Brandenburg, ZDF, Deutsche Film- und Fernsehakademie Berlin (DFFB)","Germany, Argentina",Deutsch,"Dirk Borchardt, Carmen-Maja Antoni, Jörg Schüttauf, Julia Jäger, Rainer Reiners, Robin Becker, Oscar Martínez, Tom Jahn, Edita Malovčić, Robert Lohr, Valentin Plătăreanu",Hannes Stöhr,Florian Hoffmeister,Hannes Stöhr,Gudrun Ruzicková-Steiner,Florian Appl
197,243,High Fidelity,7.138,1865,Released,2000-03-17,47100000.0,113.0,30000000.0,tt0146882,en,High Fidelity,"When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",22.962,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.","Drama, Comedy, Romance, Music","Touchstone Pictures, Working Title Films, Dogstar Films, New Crime Productions, Working Title Films","United Kingdom, United States of America","Dansk, English","Daniel Lee Smith, Iben Hjejle, Rich Talarico, Damian Rogers, Ian Michaels, Catherine Zeta-Jones, Natasha Gregson Wagner, Susie Cusack, Polly Noonan, Aaron Himelstein, Tim Robbins, Drake Bell, Joan Cusack, Jack Black, James Azrael, Erik Gundersen, Brian Powell, David Darlow, Bruce Springsteen, K.K. Dodds, Ben Carr, Dick Cusack, Liam Hayes, Robert A. Villanueva, Joe Spaulding, Todd Louiso, Chris Bauer, Lisa Bonet, Heather Norris, John Cusack, Matthew O'Neill, Michele Graff, Jillian Peterson, Timothy W. Tiedje, Philip Rayburn Smith, Jonathan Herrington, Duke Doyle, Beverly D'Angelo, Joelle Carter, Susan Hegarty, Alex Désert, Marilyn Dodds Frank, Andrew Micheli, Scott A. Martin, Susan Yoo, Chris Rehmann, Sara Gilbert, Margaret Travolta, Lili Taylor, Alan S. Johnson, Laura Whyte, Ian Belknap, Leah Gale, Shannon Stillo",Stephen Frears,Seamus McGarvey,"John Cusack, Scott Rosenberg, Nick Hornby, D.V. DeVincentis, Steve Pink","Alan Greenspan, Liza Chasin, Tim Bevan, Mike Newell, Rudd Simmons",Howard Shore
199,245,About a Boy,6.67,2129,Released,2002-04-26,129000000.0,101.0,27000000.0,tt0276751,en,About a Boy,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",27.19,Growing up has nothing to do with age.,"Drama, Comedy, Romance","Universal Pictures, StudioCanal, Working Title Films, Tribeca Productions, Kalima Productions","France, Germany, United Kingdom, United States of America",English,"Sharon Small, Hugh Grant, Rachel Weisz, Joyce Henderson, Joanne Petitt, Claire Harman, Isabel Brook, Bethany Muir, Cathy Murphy, Russell Barr, Ryan Speechley, Murray Lachlan Young, Alex Kew, Peter Roy, Aaron Keeling, Tessa Vale, Augustus Prew, Natalia Tena, Rosalind Knight, Nicholas Hutchison, Matthew James Thomas, Paulette P. Williams, Jason Salkey, Madison Cook, Orlando Thor Newman, Delma Walsh, Nicholas Hoult, Victoria Smurfit, Denise Stephenson, Fritha Goodey, Sian Ejiwunmi-Le Berre, Jenny Galloway, Jordan Cook, Sidney Livingstone, Chris Webster, Joseph Speechley, Toni Collette, Mark Heap, Susannah Doyle, Janine Duvitski, Annabelle Apsion","Chris Weitz, Paul Weitz",Remi Adefarasin,"Chris Weitz, Paul Weitz, Peter Hedges, Nick Hornby","Brad Epstein, Eric Fellner, Lynn Harris, Jane Rosenthal, Tim Bevan, Robert De Niro, Nick Hornby",Badly Drawn Boy
225,273,The White Sound,6.893,56,Released,2001-12-31,,107.0,250000.0,tt0276617,de,Das weisse Rauschen,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",5.626,,Drama,"Cameo Film- und Fernsehproduktion, Kunsthochschule für Medien Köln",Germany,Deutsch,"Eno Hünninger, Ilse Strambowski, Anabelle Lachatte, Michael Schütz, Daniel Brühl, Katharina Schüttler, Patrick Joswig",Hans Weingartner,"Matthias Schellenberg, Hans Weingartner, Tobias Amann","Matthias Schellenberg, Hans Weingartner, Tobias Amann",Ole Landsjöaasen,Marek Goldowski
263,316,Grill Point,6.9,23,Released,2002-02-12,,111.0,600000.0,tt0304126,de,Halbe Treppe,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.,4.16,,"Comedy, Drama",Peter Rommel Productions,Germany,Deutsch,"Steffi Kühnert, Julia Ziesche, Axel Prahl, Christine Schorn, Thorsten Merten, Frank Fuhrmann, Carmen Engler, Gabriela Maria Schmeide, Jens Graßmehl, Mascha Rommel, Knut Elstermann, Miro De Vittoris, Janko Brett",Andreas Dresen,Michael Hammon,"Conny Ziesche, Andreas Dresen",Peter Rommel,
265,318,The Million Dollar Hotel,5.902,311,Released,2000-02-09,105983.0,122.0,8000000.0,tt0120753,en,The Million Dollar Hotel,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.,12.374,Everyone has something to hide.,"Drama, Thriller","Kintop Pictures, Wim Wenders Stiftung, Road Movies, Icon Entertainment International","Germany, United Kingdom, United States of America",English,"Tom Bower, Erik Rondell, Monty Bane, Ezra Buzzington, Mel Gibson, Frederique van der Wal, Harris Yulin, Wim Wenders, Julian Sands, Jimmy Smits, Roger Stoneburner, David Stifel, Jon Hassell, Tito Larriva, Bud Cort, Bono, Donal Logue, Jeremy Davies, Amanda Plummer, Conrad Roberts, Milla Jovovich, Gloria Stuart, Peter Stormare, Charlayne Woodard, Tim Roth, Ellen Cleghorne, Richard Edson",Wim Wenders,Phedon Papamichael,"Bono, Nicholas Klein","Deepak Nayar, Bono, Wim Wenders, Bruce Davey, Nicholas Klein, Ulrich Felsberg",
267,320,Insomnia,6.94,4556,Released,2002-05-24,113714830.0,118.0,46000000.0,tt0278504,en,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,80.579,A tough cop. A brilliant killer. An unspeakable crime.,"Crime, Thriller","Alcon Entertainment, Witt/Thomas Productions, Section Eight",United States of America,English,"Maura Tierney, Nicky Katt, Dean Wray, Yan-Kay Crystal Lowe, Jonathan Jackson, Martin Donovan, Hilary Swank, Tasha Simms, Andrew Campbell, James Hutson, Katharine Isabelle, Robin Williams, Chris Gauthier, Kate Robbins, Emily Perkins, Kerry Sandomirsky, Lorne Cardinal, Paul Dooley, Al Pacino, Malcolm Boddington, Paula Shaw, Oliver 'Ole' Zemen, Ian Tracey, Jay Brazeau, Larry Holden",Christopher Nolan,Wally Pfister,"Erik Skjoldbjærg, Hillary Seitz, Nikolaj Frobenius","Paul Junger Witt, Andrew A. Kosove, George Clooney, Edward McDonnell, Steven Soderbergh, Broderick Johnson, Kim Roth, Charles J.D. Schlissel",David Julyan
271,327,Brother,7.1,428,Released,2000-12-13,15250000.0,114.0,12000000.0,tt0222851,en,Brother,"A Japanese Yakuza gangster's deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother's gang.",18.538,Are You Japanese?,"Crime, Drama, Thriller","Recorded Picture Company, Office Kitano, Bandai Visual, Fuzzy Bunny Films, Little Brother Inc., Tokyo FM","United States of America, Japan, United Kingdom","English, Italiano, 日本語, Español","Hiroshi Otaguro, Mikage Sano, Eiji Inoue, Shūhei Saga, Manny Gavino, Miguel Mas, Geoff Meed, Manny Pérez, Hideo Kimura, Luis Angel, Antwon Tanner, Rino Katase, Koyo Into, James Shigeta, Omar Epps, Tony Colitti, Al Vicente, Christopher DerGregorian, Lombardo Boyar, Darryl M. Bell, Mike Wu, Masaya Kato, Noel Gugliemi, Kōen Okumura, Peter Spellos, Erick Carrillo, Anthony Vatsula, John Aprea, Takeshi Kitano, Bradley Jay Lesley, Dan Gunther, Nynno Ahli, Takashi Nishina, Lobo Sebastian, Amaury Nolasco, Joy Nakagawa, Makoto Ohtake, Tatyana Ali, Yauoi Otani, Tetsuya Watari, Naomasa Musaka, Yuji Hasegawa, Don Sato, Tad Horino, Herschel Sparber, Yoshi Tomo Kaneda, Jack Ong, Shoken Kunimoto, Alan Marco, Tomas Chavez, Ryo Ishibashi, Joseph Aguilar, Paul Feddersen, Susumu Terajima, Pat Morita, Ren Osugi, Tuesday Knight, Chuma Gault, Royale Watkins, Alvin Ing, Thomas Rosales Jr., Kool Moe Dee, Ren Murakami, Gary Cruz, Rainbow Borden, Robert Covarrubias, Eddie Garcia, Ryosuke Watabe, Joseph Ragno, Wanda-Lee Evans, Claude Maki",Takeshi Kitano,Katsumi Yanagijima,Takeshi Kitano,"Masayuki Mori, Jeremy Thomas, Ann Carli, Takio Yoshida, Peter Watson",Joe Hisaishi
